HIP,n_HD,HD,DM,GC,HR,RAJ2000,DEJ2000,Vmag_viz,Fl,Bayer,Cst,SimbadName,RAhms,DEdms,Vmag_hip,RAICRS,DEICRS,Plx,pmRA,pmDE,e_Plx,B-V,Notes,_RA_icrs,_DE_icrs,distance,x,y,z
101765, ,196606,BD+31  4159 ,28713.0,7885.0,309.382375,31.57252777777777,6.32,48.0, ,Cyg,HD 196606,20 37 31.77,+31 34 21.1,6.32,309.38238346,31.57254134,4.16,8.98,-0.63,0.58,-0.089, ,309.38240908,31.57253981,240.38461538461536,129.94565822303525,-158.29768838605992,-125.85996612990743
101769,M,196524,BD+14  4369 ,28709.0,7882.0,309.38695833333327,14.595194444444443,3.64,6.0,bet,Del,HD 196524,20 37 32.87,+14 35 42.7,3.64,309.38695734,14.59520289,33.49,118.28,-47.65,0.88,0.425, ,309.38725441,14.59508707,29.859659599880562,18.336151864020987,-22.333159017220368,-7.524281663510992
101772, ,196171,CD-47 13477 ,28682.0,7869.0,309.391625,-47.29166666666666,3.11,,alf,Ind,HD 196171,20 37 33.99,-47 17 30.0,3.11,309.39162365,-47.29166239,32.21,49.2,66.07,0.75,0.998, ,309.39179996,-47.2915018,31.04625892579944,13.363547364958803,-16.273898163159142,22.813286341240044
101773, ,195961,CP-61  6495 ,28668.0,7859.0,309.3968333333333,-61.52974999999999,4.86,,rho,Pav,HD 195961,20 37 35.24,-61 31 47.1,4.86,309.39683225,-61.52974415,16.73,59.15,-71.7,0.64,0.447,P,309.39713384,-61.52991842,59.77286312014345,18.084709426113683,-22.019166670650748,52.54421709077548
101800, ,196544,BD+10  4339 ,28711.0,7883.0,309.4545833333333,11.377694444444442,5.42,5.0,iot,Del,HD 196544,20 37 49.10,+11 22 39.7,5.42,309.45456696,11.37769664,18.4,40.01,-8.51,0.8,0.05, ,309.45466616,11.37767596,54.34782608695652,33.85751210478141,-41.13884289827666,-10.721505465351623
101847,M,196574,BD-01  4016 ,28725.0,7884.0,309.5844583333333,-1.1050833333333332,4.31,71.0,l,Aql,HD 196574,20 38 20.27,-01 06 18.3,4.31,309.58447294,-1.10507951,8.5,15.66,-17.01,1.0,0.949, ,309.58451101,-1.10512085,117.6470588235294,74.95252273665797,-90.65209105565032,2.268958456173426
101867, ,196724,BD+20  4658 ,28740.0,7891.0,309.630375,21.201166666666666,4.81,29.0, ,Vul,HD 196724,20 38 31.29,+21 12 04.2,4.81,309.63038481,21.20117964,15.27,74.38,-2.48,0.67,-0.03, ,309.63057872,21.20117361,65.48788474132286,38.9431313048627,-47.02337959212236,-23.68327139143111
101868, ,196740,BD+23  4084 ,28741.0,7894.0,309.6329583333333,24.11597222222222,5.06,28.0, ,Vul,HD 196740,20 38 31.91,+24 06 57.5,5.06,309.63295107,24.11597742,6.61,9.99,-7.8,0.66,-0.133, ,309.63297767,24.11595846,151.285930408472,88.0778011773226,-106.34316300949273,-61.81314876675936
101882, ,196725,BD+12  4411 ,28743.0,7892.0,309.68325,13.315138888888889,5.69,8.0,the,Del,HD 196725,20 38 43.98,+13 18 54.5,5.69,309.68326968,13.31512567,2.5,2.66,-0.39,0.75,1.509, ,309.68327632,13.31512472,400.0,248.55103494326508,-299.5593140533981,-92.12274633601321
101916, ,196755,BD+09  4600 ,28756.0,7896.0,309.781625,10.086138888888888,5.07,7.0,kap,Del,HD 196755,20 39 07.59,+10 05 10.1,5.07,309.7816354,10.08615196,33.27,323.58,21.07,0.82,0.702, ,309.78243422,10.08620317,30.057108506161708,18.935213603300955,-22.741575559789588,-5.263857768493156
101923,X,196662,BD-15  5743 ,28748.0,7889.0,309.818,-14.95472222222222,5.24,14.0,tau,Cap,HD 196662,20 39 16.32,-14 57 17.0,5.24,309.81798449,-14.95471233,1.86,2.58,-19.66,1.08,-0.129, ,309.81799098,-14.95476011,537.6344086021505,332.61418137726434,-398.9610114837234,138.7395941164626
101936, ,196758,BD-00  4064 ,28761.0,7897.0,309.85345833333326,0.4864999999999999,5.15,1.0, ,Aqr,HD 196758,20 39 24.83,+00 29 11.4,5.15,309.8534644,0.4864919,13.33,103.0,-19.44,0.88,1.06, ,309.85371476,0.48644465,75.01875468867217,48.072254074749814,-57.58876801487344,-0.6369786032234094
101958,M,196867,BD+15  4222 ,28780.0,7906.0,309.90937499999995,15.912055555555554,3.77,9.0,alf,Del,HD 196867,20 39 38.25,+15 54 43.4,3.77,309.90939395,15.9120527,13.55,54.14,7.91,0.71,-0.057, ,309.90953078,15.91207193,73.80073800738006,45.53448920354344,-54.44053387859472,-20.23332633107861
101983, ,196378,CP-60  7419 ,28730.0,7875.0,310.00945833333327,-60.54749999999999,5.11,,phi02,Pav,HD 196378,20 40 02.27,-60 32 51.0,5.11,310.00944347,-60.54750937,41.33,312.88,-568.99,0.73,0.544, ,310.01099015,-60.54889232,24.195499637067506,7.648730338600385,-9.112346510203825,21.06856112725034
101984, ,196777,BD-18  5738 ,28777.0,7900.0,310.0123333333333,-18.138611111111107,5.15,15.0,ups,Cap,HD 196777,20 40 02.96,-18 08 19.0,5.15,310.01232708,-18.1386063,4.32,-22.73,-21.63,0.91,1.647, ,310.01226894,-18.13865887,231.48148148148147,141.43558082949502,-168.482695058053,72.06409792857984
102066, ,197177,BD+31  4181A,28827.0,7921.0,310.2605833333333,32.30730555555555,5.53,49.0, ,Cyg,HD 197177,20 41 02.54,+32 18 26.3,5.53,310.26058373,32.30731586,4.05,2.86,-11.79,0.57,0.871, ,310.26059195,32.3072872,246.9135802469136,134.8689033325165,-159.25392262014998,-131.96546197520263
102080, ,197121,BD+14  4393 ,28826.0,7918.0,310.3175416666666,14.582888888888888,6.01,10.0, ,Del,HD 197121,20 41 16.21,+14 34 58.4,6.01,310.3175567,14.58287886,6.68,-8.52,0.39,0.75,1.235, ,310.3175353,14.58287981,149.70059880239523,93.7393727194734,-110.46509590370538,-37.691668455250365
102098,M,197345,BD+44  3541 ,28846.0,7924.0,310.3579583333333,45.28033333333333,1.25,50.0,alf,Cyg,HD 197345,20 41 25.91,+45 16 49.2,1.25,310.3579727,45.28033423,1.01,1.56,1.55,0.57,0.092,P,310.35797809,45.280338,990.09900990099,451.1375224145328,-530.8735289592985,-703.5227654645572
102125, ,196067,CP-75  1644A,28727.0,7864.0,310.43224999999995,-75.35041666666666,6.51,,mu.02,Oct,HD 196067,20 41 43.74,-75 21 01.5,6.51,310.43225974,-75.35041089,22.95,151.42,-161.48,2.1,0.62, ,310.433715,-75.35080337,43.572984749455344,7.146939198746124,-8.388054765966515,42.1564561758794
102157,X,196519,CP-67  3754 ,28782.0,7881.0,310.48774999999995,-66.76063888888888,5.14,,ups,Pav,HD 196519,20 41 57.06,-66 45 38.3,5.14,310.48776281,-66.76062542,3.88,8.89,-23.23,0.66,-0.061, ,310.48781757,-66.76068188,257.7319587628866,66.02852308555771,-77.3429460251228,236.82074530549303
102162, ,196051,CP-76  1434 ,28731.0,7863.0,310.5105,-76.18055555555554,5.99,,mu.01,Oct,HD 196051,20 42 02.52,-76 10 50.0,5.99,310.51050472,-76.18056892,9.68,190.83,-9.43,0.54,0.45, ,310.51244652,-76.18059183,103.30578512396694,16.029173939774434,-18.760788361992674,100.31542076333132
102177, ,197511,BD+49  3353 ,28865.0,7929.0,310.552625,50.34002777777777,5.41,51.0, ,Cyg,HD 197511,20 42 12.63,+50 20 24.1,5.41,310.55261149,50.34002067,3.53,1.14,3.71,0.56,-0.107, ,310.55261583,50.34002969,283.28611898017,117.54756347704138,-137.37481553168274,-218.08657818649476
102208, ,199095,BD+81   718 ,29019.0,8002.0,310.64624999999995,82.5311111111111,5.75,76.0, ,Dra,HD 199095,20 42 35.10,+82 31 52.0,5.75,310.64624921,82.53110584,9.11,30.77,21.68,0.51,0.0, ,310.64682456,82.53115853,109.76948408342481,9.294442121198704,-10.82631292354935,-108.83815475318538
102253, ,197950,BD+66  1318 ,28919.0,7945.0,310.79574999999994,66.6573611111111,5.59,4.0, ,Cep,HD 197950,20 43 10.98,+66 39 26.5,5.59,310.79576497,66.65736293,23.49,25.11,34.71,0.49,0.218, ,310.795919,66.65744729,42.57130693912303,11.020939616904073,-12.769796292634016,-39.08692066548873
102276, ,197572,BD+35  4234 ,28886.0,7932.0,310.8508333333333,35.58780555555555,6.48,,X,Cyg,HD 197572,20 43 24.20,+35 35 16.1,6.48,310.85082082,35.5878093,1.47,-6.01,-3.28,0.72,1.251,P,310.85080286,35.58780133,680.2721088435375,361.85285501896294,-418.45941805752534,-395.8842871648435
102281, ,197461,BD+14  4403 ,28873.0,7928.0,310.86479166666663,15.074694444444445,4.43,11.0,del,Del,HD 197461,20 43 27.55,+15 04 28.9,4.43,310.86477381,15.07468224,16.03,-19.61,-41.74,0.68,0.302,P,310.86472445,15.07458079,62.383031815346214,39.41116639774893,-45.55402915813573,-16.224458360856413
102333, ,197157,CP-52 11752 ,28860.0,7920.0,311.009125,-51.92083333333333,4.51,,eta,Ind,HD 197157,20 44 02.19,-51 55 15.0,4.51,311.00911122,-51.92084051,41.38,155.49,-53.64,0.82,0.278, ,311.00972399,-51.92097088,24.16626389560174,9.780046710553094,-11.247038613526042,19.02270010900445
102388, ,197752,BD+24  4229 ,28920.0,7939.0,311.2188333333333,25.271055555555552,4.92,30.0, ,Vul,HD 197752,20 44 52.52,+25 16 15.8,4.92,311.21884679,25.27104823,8.94,-27.74,-177.6,0.77,1.183, ,311.21877223,25.27061656,111.85682326621924,66.65272884401458,-76.0863212819222,-47.75179957489128
102395, ,197051,CP-66  3501 ,28862.0,7913.0,311.2398333333333,-66.20325,3.42,,bet,Pav,HD 197051,20 44 57.56,-66 12 11.7,3.42,311.2398153,-66.20323826,23.71,-42.4,10.57,0.63,0.163, ,311.23955989,-66.20321257,42.17629692113032,11.218382492032207,-12.796693357478398,38.590575991509645
102422, ,198149,BD+61  2050 ,28962.0,7957.0,311.32195833333327,61.83680555555555,3.41,3.0,eta,Cep,HD 198149,20 45 17.27,+61 50 12.5,3.41,311.32195263,61.83679404,69.73,86.08,817.89,0.49,0.912, ,311.32239594,61.83878197,14.34102968593145,4.469331020314449,-5.08340231608294,-12.643149669938449
102431,X,198084,BD+57  2240 ,28956.0,7955.0,311.3383333333333,57.58030555555555,4.52,,ups01,Cep,HD 198084,20 45 21.20,+57 34 49.1,4.52,311.33831928,57.58029799,36.87,-62.95,-235.56,0.46,0.535, ,311.33803389,57.57972545,27.122321670735015,9.60421734566697,-10.917511266838057,-22.89513681388421
102440, ,197812,BD+17  4401 ,28930.0,7941.0,311.367625,18.09005555555555,6.74,,U,Del,HD 197812,20 45 28.23,+18 05 24.2,6.74,311.36762034,18.09005793,2.63,10.61,-9.91,0.96,1.419,P,311.36764747,18.09003384,380.22813688212926,238.86691313390267,-271.25015159902324,-118.06519023083273
102453, ,197912,BD+30  4167 ,28942.0,7942.0,311.4156666666666,30.71966666666666,4.22,52.0, ,Cyg,HD 197912,20 45 39.76,+30 43 10.8,4.22,311.41566302,30.7196568,15.84,-8.01,24.04,0.62,1.051, ,311.41564037,30.71971523,63.131313131313135,35.9022026560445,-40.70061500705414,-32.24987566140032
102485, ,197692,CD-25 15018 ,28929.0,7936.0,311.5240416666666,-25.270527777777776,4.13,16.0,psi,Cap,HD 197692,20 46 05.77,-25 16 13.9,4.13,311.52402547,-25.27051682,68.16,-51.38,-156.66,0.91,0.426, ,311.52388737,-25.27089759,14.671361502347418,8.795377708515959,-9.932964461728327,6.263097979366485
102487, ,197725,BD-22  5523 ,28933.0,7937.0,311.5415416666666,-21.514,5.91,17.0, ,Cap,HD 197725,20 46 09.97,-21 30 50.4,5.91,311.54155712,-21.51399111,12.09,23.45,-17.01,0.81,0.066, ,311.54161838,-21.51403245,82.71298593879239,51.030521268605995,-57.595312814917804,30.333214200229133
102488,M,197989,BD+33  4018 ,28959.0,7949.0,311.55179166666665,33.96944444444444,2.48,53.0,eps,Cyg,HD 197989,20 46 12.43,+33 58 10.0,2.48,311.55180091,33.96945334,45.26,356.16,330.28,0.53,1.021, ,311.55284473,33.9702561,22.09456473707468,12.154124680852926,-13.712741867492396,-12.345353564745999
102531,X,197963,BD+15  4255B,28965.0,7947.0,311.6619583333333,16.124611111111108,5.15,12.0,gam01,Del,HD 197963,20 46 38.87,+16 07 28.6,5.15,311.66194885,16.12462394,31.69,-6.1,-201.74,2.37,0.495, ,311.66193342,16.1241336,31.555695803092455,20.150955695870472,-22.647192917276705,-8.76387900007891
102532,X,197964,BD+15  4255A,28966.0,7948.0,311.6646666666666,16.124777777777776,4.27,12.0,gam02,Del,HD 197964,20 46 39.52,+16 07 29.2,4.27,311.66465833,16.12477326,32.14,-25.88,-196.27,1.19,1.042, ,311.66459285,16.12429621,31.113876789047914,19.869856034259136,-22.329146042036736,-8.641260732975576
102571, ,198134,BD+33  4028 ,28981.0,7956.0,311.7946666666666,34.374111111111105,4.93,,T,Cyg,HD 198134,20 47 10.72,+34 22 26.8,4.93,311.79468503,34.37410329,8.18,39.26,8.24,0.55,1.294, ,311.79480064,34.37412332,122.24938875305624,67.24666955294903,-75.22539819580838,-69.02128621530044
102589, ,198183,BD+35  4267 ,28994.0,7963.0,311.8522083333333,36.49074999999999,4.53,54.0,lam,Cyg,HD 198183,20 47 24.53,+36 29 26.7,4.53,311.85219564,36.49073658,3.71,14.93,-8.2,0.61,-0.083, ,311.85224078,36.49071665,269.54177897574124,144.58398605501097,-161.4121423320463,-160.29460969611847
102618,M,198001,BD-10  5506 ,28978.0,7950.0,311.918875,-9.495694444444442,3.78,2.0,eps,Aqr,HD 198001,20 47 40.53,-09 29 44.5,3.78,311.91888574,-9.49568988,14.21,31.89,-35.32,0.9,0.0, ,311.91896433,-9.49577573,70.37297677691767,46.370423540601706,-51.64644338437617,11.609675570584729
102624, ,198026,BD-05  5378 ,28979.0,7951.0,311.9343333333333,-5.027611111111111,4.43,3.0,k,Aqr,HD 198026,20 47 44.24,-05 01 39.4,4.43,311.93432462,-5.02760303,7.33,-3.3,-40.24,0.99,1.639, ,311.93431657,-5.02770084,136.4256480218281,90.81955011810025,-101.0981022927259,11.955771298043954
102633, ,198069,BD+05  4613 ,28986.0,7953.0,311.951375,6.008249999999999,5.57,13.0, ,Del,HD 198069,20 47 48.33,+06 00 29.7,5.57,311.95136711,6.00824104,6.35,8.81,-13.01,1.08,-0.01, ,311.95138864,6.00820942,157.48031496062993,104.69724468633132,-116.47670718644873,-16.48372646557659
102693, ,197937,CD-44 14145 ,28980.0,7943.0,312.1208333333333,-43.988277777777775,5.11,,iot,Mic,HD 197937,20 48 29.00,-43 59 17.8,5.11,312.12083153,-43.98827127,24.35,175.78,-112.17,0.9,0.361, ,312.12142535,-43.9885439,41.06776180698152,19.81740858554998,-21.91633537148787,28.52201992623961
102724, ,198478,BD+45  3291 ,29036.0,7977.0,312.23454166666664,46.11413888888888,4.81,55.0, ,Cyg,HD 198478,20 48 56.29,+46 06 50.9,4.81,312.23455583,46.11414081,1.45,-2.92,-2.62,0.55,0.571,P,312.23454559,46.11413444,689.6551724137931,321.35334121135867,-353.9742782727536,-497.04979353247705
102773, ,197635,CP-69  3138 ,28969.0,7934.0,312.3261666666666,-68.77638888888887,5.41,,sig,Pav,HD 197635,20 49 18.28,-68 46 35.0,5.41,312.32614627,-68.77640032,10.7,-64.57,-49.78,0.57,1.122, ,312.32571274,-68.77652131,93.45794392523365,22.781184053474373,-25.013236173761683,87.11913080356956
102790, ,198048,CD-46 13718 ,29008.0,7952.0,312.3705416666666,-46.22688888888888,4.9,,zet,Ind,HD 198048,20 49 28.93,-46 13 36.8,4.9,312.3705384,-46.22689249,8.06,37.85,27.28,0.83,1.494, ,312.37067138,-46.22682618,124.06947890818857,57.843997673531675,-63.41270589855321,89.58870609802055
102805, ,198390,BD+12  4472 ,29037.0,7973.0,312.40725,12.544888888888886,6.01,15.0, ,Del,HD 198390,20 49 37.74,+12 32 41.6,6.01,312.40723273,12.54489131,33.81,54.06,97.46,0.83,0.42, ,312.40736734,12.54512819,29.577048210588583,19.470434470398565,-21.317428739671538,-6.424266052587072
102819, ,198391,BD+07  4556 ,29039.0,7974.0,312.451,7.864166666666666,6.32,14.0, ,Del,HD 198391,20 49 48.24,+07 51 51.0,6.32,312.451019,7.8641548,6.3,26.21,12.43,0.84,0.019, ,312.45108331,7.86418501,158.73015873015873,106.12882437694466,-116.01833071124894,-21.718261114654204
102831, ,198232,CD-34 14660 ,29026.0,7965.0,312.492,-33.779666666666664,4.89,,alf,Mic,HD 198232,20 49 58.08,-33 46 46.8,4.89,312.49199793,-33.7796732,8.57,3.71,-20.19,0.8,1.004, ,312.49200878,-33.77972227,116.68611435239207,65.51373860158762,-71.51574455746466,64.87755865855182
102843, ,198639,BD+43  3739 ,29066.0,7984.0,312.52012499999995,44.058972222222216,5.06,56.0, ,Cyg,HD 198639,20 50 04.83,+44 03 32.3,5.06,312.52013154,44.0589822,23.67,122.68,132.3,0.56,0.198, ,312.52054647,44.05930376,42.24757076468103,20.518872061089198,-22.376634911036728,-29.37889267681062
102945, ,198571,BD-06  5604 ,29078.0,7982.0,312.85704166666665,-5.6266388888888885,5.99,4.0, ,Aqr,HD 198571,20 51 25.69,-05 37 35.9,5.99,312.85705076,-5.6266358,16.97,95.77,1.25,1.26,0.464, ,312.85728466,-5.62663276,58.927519151443725,39.88770326761431,-42.98887251791005,5.777584358310609
102949, ,198726,BD+27  3890 ,29089.0,7988.0,312.86766666666665,28.250527777777773,5.66,,T,Vul,HD 198726,20 51 28.24,+28 15 01.9,5.66,312.86764739,28.25051868,1.95,3.92,-5.48,0.6,0.616, ,312.86765821,28.25050536,512.8205128205128,307.31974100128303,-331.08992188076337,-242.73219561769733
102950, ,198308,CP-52 11782 ,29055.0,7968.0,312.87520833333326,-51.60816666666666,5.06,,iot,Ind,HD 198308,20 51 30.05,-51 36 29.4,5.06,312.87520805,-51.60816692,5.75,-0.24,-4.95,0.79,1.125, ,312.87520711,-51.60817895,173.91304347826087,73.4878825730033,-79.15103368546166,136.30991040027445
102978, ,198542,CD-27 15082 ,29079.0,7980.0,312.9554166666666,-26.919138888888885,4.12,18.0,ome,Cap,HD 198542,20 51 49.30,-26 55 08.9,4.12,312.95540084,-26.91912642,5.19,-7.97,-2.54,0.95,1.633, ,312.95537911,-26.91913259,192.67822736030828,117.07008509471352,-125.73831226420677,87.23171042445529
102989, ,198529,CD-33 15245 ,29080.0,7979.0,312.9948333333333,-33.177972222222216,6.06,,bet,Mic,HD 198529,20 51 58.76,-33 10 40.7,6.06,312.99481827,-33.17796029,4.93,7.09,-5.62,0.83,0.029, ,312.99483886,-33.17797395,202.8397565922921,115.77286351705533,-124.17364390619862,111.00232919420279
103004, ,198809,BD+26  4017 ,29112.0,7995.0,313.0322083333333,27.097138888888885,4.56,31.0, ,Vul,HD 198809,20 52 07.73,+27 05 49.7,4.56,313.0321898,27.09712771,15.06,-72.33,-60.95,0.6,0.835, ,313.03199232,27.09697957,66.40106241699867,40.33898324448262,-43.20953950479955,-30.245714021835724
103005, ,198667,BD-06  5606 ,29094.0,7985.0,313.03620833333326,-5.507055555555555,5.55,5.0, ,Aqr,HD 198667,20 52 08.69,-05 30 25.4,5.55,313.03622144,-5.50704421,4.33,1.26,-6.2,1.08,-0.076, ,313.03622452,-5.50705928,230.9468822170901,156.8846267547994,-168.0251521283225,22.163586037819762
103045, ,198743,BD-09  5598 ,29109.0,7990.0,313.163375,-8.983249999999998,4.73,6.0,mu.,Aqr,HD 198743,20 52 39.21,-08 58 59.7,4.73,313.16335749,-8.98323782,21.01,47.06,-32.91,1.04,0.325, ,313.16347329,-8.98331781,47.596382674916704,32.16040330693849,-34.29125117197811,7.431971200999163
103089, ,199081,BD+43  3755 ,29150.0,8001.0,313.3114583333333,44.38727777777777,4.8,57.0, ,Cyg,HD 199081,20 53 14.75,+44 23 14.2,4.8,313.31143866,44.38726652,6.51,11.27,-2.44,0.57,-0.134, ,313.31147699,44.38726059,153.60983102918587,75.30092330529736,-79.87538853763525,-107.45079545609036
103191, ,199140,BD+27  3909 ,29171.0,8007.0,313.59329166666663,28.521999999999995,6.55,,BW,Vul,HD 199140,20 54 22.39,+28 31 19.2,6.55,313.59330936,28.52201021,1.84,-0.01,-5.8,0.68,-0.147, ,313.59330933,28.52199611,543.4782608695652,329.2655221482781,-345.84393278308454,-259.50878620840246
103200, ,199169,BD+27  3911 ,29178.0,8008.0,313.64016666666663,28.057638888888885,5.03,32.0, ,Vul,HD 199169,20 54 33.64,+28 03 27.5,5.03,313.64015502,28.05763154,4.41,0.12,-4.17,0.67,1.481, ,313.64015535,28.0576214,226.75736961451247,138.09972162712802,-144.81557228132058,-106.65749662276906
103226, ,199012,BD-18  5805 ,29164.0,8000.0,313.699375,-17.922861111111107,5.78,19.0, ,Cap,HD 199012,20 54 47.85,-17 55 22.3,5.78,313.69938483,-17.92285285,8.25,-58.88,-17.03,0.96,1.122, ,313.69923442,-17.92289424,121.2121212121212,79.6784912963642,-83.38059932253492,37.301367402443425
103227, ,198700,CP-58  7788 ,29133.0,7986.0,313.70241666666664,-58.45408333333332,3.67,,bet,Ind,HD 198700,20 54 48.58,-58 27 14.7,3.67,313.70241509,-58.4540947,5.41,21.06,-24.75,0.73,1.25, ,313.70251293,-58.45415486,184.84288354898337,66.81570941647938,-69.91274203075248,157.52701697047735
103294, ,199253,BD+13  4572 ,29201.0,8011.0,313.90283333333326,13.721555555555554,5.19,17.0, ,Del,HD 199253,20 55 36.68,+13 43 17.6,5.19,313.90282903,13.72156383,6.88,18.36,-11.5,0.74,1.119, ,313.90287497,13.72153588,145.34883720930233,97.91376729627191,-101.73738875279548,-34.47727340887544
103298, ,199254,BD+12  4501 ,29202.0,8012.0,313.910625,12.568499999999998,5.54,16.0, ,Del,HD 199254,20 55 38.55,+12 34 06.6,5.54,313.91063822,12.56850687,16.35,31.23,21.1,0.73,0.131, ,313.91071599,12.56855815,61.162079510703364,41.40158599330983,-43.00664840819224,-13.309276464417874
103401, ,199345,BD-10  5553 ,29220.0,8015.0,314.22512499999993,-9.697527777777776,5.49,7.0, ,Aqr,HD 199345,20 56 54.03,-09 41 51.1,5.49,314.22512443,-9.69751669,5.42,-3.51,-11.53,0.99,1.474, ,314.22511578,-9.69754471,184.50184501845018,126.84740687141274,-130.32565833882595,31.07875421830955
103413, ,199629,BD+40  4364 ,29251.0,8028.0,314.293375,41.16719444444444,3.94,58.0,nu.,Cyg,HD 199629,20 57 10.41,+41 10 01.9,3.94,314.29338184,41.16719384,9.17,8.51,-23.97,0.51,0.027, ,314.29340932,41.16713558,109.05125408942203,57.32814494160005,-58.759923889009805,-71.78391993049945
103511, ,199697,BD+21  4424 ,29267.0,8032.0,314.56812499999995,22.325916666666664,5.3,33.0, ,Vul,HD 199697,20 58 16.35,+22 19 33.3,5.3,314.56813667,22.32591754,8.21,-2.6,-4.08,0.69,1.419, ,314.56812984,22.32590762,121.8026796589525,79.06841909838818,-80.26947363127162,-46.269746880025586
103527, ,199665,BD+10  4425 ,29266.0,8030.0,314.60816666666665,10.83936111111111,5.51,18.0, ,Del,HD 199665,20 58 25.96,+10 50 21.7,5.51,314.60817904,10.8393695,13.68,-47.95,-34.35,0.7,0.934, ,314.60806038,10.83928601,73.09941520467837,50.418502484338376,-51.112864170181986,-13.746789691533634
103569, ,199766,BD+03  4473 ,29276.0,8034.0,314.7689166666666,4.293833333333333,5.3,1.0,eps,Equ,HD 199766,20 59 04.54,+04 17 37.8,5.3,314.76892895,4.29384672,16.59,-113.43,-150.28,3.4,0.464,G,314.76865248,4.29348146,60.27727546714888,42.33107120685594,-42.67391219077261,-4.513044045527268
103616, ,199728,BD-19  5982 ,29287.0,8033.0,314.90054166666664,-19.03522222222222,6.26,20.0, ,Cap,HD 199728,20 59 36.13,-19 02 06.8,6.26,314.90055233,-19.03523289,7.58,8.84,-20.76,1.03,-0.11,P,314.90057506,-19.03528335,131.92612137203167,88.03161114382885,-88.33776671306522,43.02761801259522
103632, ,200120,BD+46  3133 ,29327.0,8047.0,314.9564583333333,47.52094444444444,4.74,59.0,f01,Cyg,HD 200120,20 59 49.55,+47 31 15.4,4.74,314.95645946,47.52094507,2.9,7.25,2.47,0.64,-0.084, ,314.95648555,47.52095107,344.82758620689657,164.53820068112873,-164.78847103343998,-254.31870662684727
103682, ,199960,BD-05  5433 ,29318.0,8041.0,315.14087499999994,-4.729916666666666,6.21,11.0, ,Aqr,HD 199960,21 00 33.81,-04 43 47.7,6.21,315.1408842,-4.72992404,37.8,47.64,-138.75,1.01,0.635, ,315.14100039,-4.73026128,26.455026455026456,18.688604225338786,-18.5969288854399,2.181452010631938
103732, ,200310,BD+45  3364 ,29354.0,8053.0,315.29549999999995,46.15577777777777,5.38,60.0, ,Cyg,HD 200310,21 01 10.92,+46 09 20.8,5.38,315.29551032,46.15576488,2.39,6.14,3.43,0.58,-0.206,P,315.29553186,46.15577322,418.41004184100416,205.99688449669745,-203.8829319386909,-301.76811752590476
103738,X,199951,CD-32 16353 ,29331.0,8039.0,315.3227499999999,-32.257777777777775,4.67,,gam,Mic,HD 199951,21 01 17.46,-32 15 28.0,4.67,315.32275695,-32.25776681,14.59,-2.09,-0.19,0.79,0.89, ,315.32275094,-32.25776727,68.54009595613434,41.215046883105444,-40.753310132597754,36.5818585823059
103813, ,200256,BD+06  4731 ,29361.0,,315.55212499999993,7.179805555555554,6.72,2.0,lam,Equ,HD 200256,21 02 12.51,+07 10 47.3,6.72,315.55211421,7.17980089,9.83,-5.55,-15.61,1.82,0.5, ,315.55210061,7.17976295,101.7293997965412,72.0539248679829,-70.67845610013855,-12.714501067064322
103882, ,200163,CD-39 14089 ,29363.0,8048.0,315.74154166666665,-38.63119444444444,5.32,,zet,Mic,HD 200163,21 02 57.97,-38 37 52.3,5.32,315.74156102,-38.63118269,28.32,-27.86,-108.81,0.86,0.424, ,315.74147434,-38.63144716,35.31073446327684,19.755676836728668,-19.25081324921945,22.0446680696822
103981, ,200496,BD-06  5664B,29416.0,8058.0,316.01916666666665,-5.823333333333332,7.31,12.0, ,Aqr,HD 200496,21 04 04.71,-05 49 23.0,5.53,316.01963509,-5.82304908,6.03,20.9,-7.01,1.17,0.683, ,316.01968615,-5.82306612,165.83747927031507,118.7162132505918,-114.5661915273409,16.826110694180848
104019,M,200499,BD-20  6115 ,29419.0,8060.0,316.1013333333333,-19.85494444444444,4.82,22.0,eta,Cap,HD 200499,21 04 24.32,-19 51 17.8,4.82,316.10135259,-19.85493122,20.64,-39.01,-24.45,1.47,0.169, ,316.10125178,-19.85499065,48.44961240310077,32.835924794579306,-31.597244754819616,16.455427943370303
104031,X,200644,BD+04  4606 ,29430.0,8066.0,316.1443333333333,5.50286111111111,5.63,3.0, ,Equ,HD 200644,21 04 34.64,+05 30 10.3,5.63,316.14434879,5.50286035,4.74,14.15,0.49,0.82,1.65, ,316.14438334,5.50286154,210.97046413502107,151.42705248397988,-145.49600244632208,-20.23110934921902
104043, ,199532,CP-77  1474 ,29343.0,8021.0,316.17929166666664,-77.0228611111111,5.13,,alf,Oct,HD 199532,21 04 43.03,-77 01 22.3,5.13,316.17928592,-77.02286938,22.07,13.83,-369.38,0.57,0.49, ,316.17943562,-77.02376718,45.310376076121436,7.341364825179228,-7.045210983899795,44.153137429355084
104060, ,200905,BD+43  3800 ,29459.0,8079.0,316.23274999999995,43.92786111111111,3.72,62.0,ksi,Cyg,HD 200905,21 04 55.86,+43 55 40.3,3.72,316.23273251,43.92785122,2.77,8.6,0.35,0.52,1.609, ,316.23276153,43.92785207,361.01083032490976,187.76410142818145,-179.85338955058367,-250.45203152283347
